"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"189","PEFT","12 · Fine-Tuning & Training","Fine-tuning","Library","https://github.com/huggingface/peft","huggingface/peft","21,690","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","Parameter-efficient fine-tuning methods: LoRA, QLoRA, adapters.","Train a few million parameters instead of billions.","Anyone fine-tuning","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install peft","Medium","🔍 Explore","LoRA adapters are small enough to ship per client.","Fine-tune 1% of the weights.",""
"190","Transformers","12 · Fine-Tuning & Training","Core libraries","Library","https://github.com/huggingface/transformers","huggingface/transformers","166,301","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","The model-definition library for text, vision, audio and multimodal models.","The foundation of the open-model ecosystem.","ML engineers","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install transformers","Medium","🚀 Add now","Learn pipelines first, then model classes.","The library behind every open model.",""
"191","MergeKit","12 · Fine-Tuning & Training","Model merging","Toolkit","https://github.com/arcee-ai/mergekit","arcee-ai/mergekit","7,356","🟢 Active · last commit last saturday","FREE (open source)","Open source (LGPL-3.0)","Merge pretrained LLMs (SLERP, TIES, DARE) without training.","Combine skills of two fine-tunes on a CPU.","Model tinkerers","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install mergekit","Medium","🔍 Explore","License has changed over time — re-verify before commercial use.","Frankenstein your own LLM.",""
"192","distilabel","12 · Fine-Tuning & Training","Synthetic data","Framework","https://github.com/argilla-io/distilabel","argilla-io/distilabel","3,394","🟠 Quiet · last commit december 2025","FREE (open source)","Open source (Apache-2.0)","Pipelines for synthetic data generation and AI feedback.","Build the training set you do not have.","Fine-tuners without data","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install distilabel","Medium","🔍 Explore","Data quality beats training tricks.","No dataset? Generate one.",""
"193","synthetic-data-kit (Meta)","12 · Fine-Tuning & Training","Synthetic data","CLI tool","https://github.com/meta-llama/synthetic-data-kit","meta-llama/synthetic-data-kit","1,638","🟠 Quiet · last commit october 2025","FREE (open source)","Open source (MIT)","CLI to turn documents into fine-tuning datasets (QA pairs, CoT) with curation.","Client PDFs → instruction dataset in a few commands.","Domain fine-tunes","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install synthetic-data-kit","Medium","🔍 Explore","Works with a local vLLM endpoint for private data.","PDFs in. Training data out.",""
"194","lm-evaluation-harness","12 · Fine-Tuning & Training","Evaluation","Framework","https://github.com/EleutherAI/lm-evaluation-harness","EleutherAI/lm-evaluation-harness","14,012","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT)","Standard framework for benchmarking language models.","Prove your fine-tune did not get dumber.","Fine-tuners","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install lm-eval","Medium","🔍 Explore","Always compare against the base model.","Did your fine-tune actually help?",""
"195","Weights & Biases","12 · Fine-Tuning & Training","Experiment tracking","Platform","https://wandb.ai","","","—","FREEMIUM","Free for personal; paid teams","Experiment tracking, sweeps and model registry.","See loss curves live and compare runs.","Anyone training models","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install wandb","Low","🔍 Explore","Free tier is plenty for solo work.","Git for ML experiments.",""
"196","RunPod","12 · Fine-Tuning & Training","GPU clouds","GPU cloud","https://www.runpod.io","","","—","PAID","Pay per second/hour; community + secure cloud","On-demand GPUs, templates and serverless GPU endpoints.","Cheap A100/H100 hours for a fine-tune, then shut down.","Fine-tuners","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","Deploy a pod from a template","Low","🚀 Add now","Use a network volume so data survives pod deletion.","Rent an H100 for the price of a coffee.",""
"197","Vast.ai","12 · Fine-Tuning & Training","GPU clouds","GPU marketplace","https://vast.ai","","","—","PAID","Marketplace pricing (usually cheapest)","Peer-to-peer GPU rental marketplace.","Lowest prices for experiments.","Budget training","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","Rent an instance","Medium","🔍 Explore","Hosts vary — do not put sensitive data on unverified machines.","The cheapest GPUs on the internet.",""
"198","Modal","12 · Fine-Tuning & Training","GPU clouds","Serverless compute","https://modal.com","","","—","FREEMIUM","Monthly free credits; pay per second","Serverless GPUs from Python decorators; scale to zero.","Deploy a fine-tuned model or batch job without touching infra.","Python devs","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","pip install modal","Low","🚀 Add now","Scale-to-zero is ideal for low-traffic client endpoints.","GPUs with a Python decorator.",""
"199","Together AI / Fireworks AI","12 · Fine-Tuning & Training","Inference & tuning APIs","API platform","https://www.together.ai","","","—","PAID","Usage-based","Hosted open-model inference and managed fine-tuning (Fireworks: fireworks.ai).","Open-model quality without running GPUs.","Teams avoiding GPU ops","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","Create API key","Low","🔍 Explore","Compare against OpenRouter prices.","Open models, no GPUs.",""
"200","Google Colab","12 · Fine-Tuning & Training","Notebooks","Platform","https://colab.research.google.com","","","—","FREEMIUM","Free GPU tier; paid Pro","Hosted Jupyter notebooks with free GPUs.","Zero-cost start for fine-tuning and ML learning.","Students, experimenters","PyTorch, Hugging Face; export to GGUF / Ollama / vLLM","Windows / macOS / Linux","Open in browser","Low","🚀 Add now","Unsloth notebooks run on the free T4.","A free GPU in your browser.",""
"201","Qdrant","13 · RAG, Memory, Vector DBs & Document Parsing","Vector DBs","Database","https://github.com/qdrant/qdrant","qdrant/qdrant","34,636","🟢 Active · last commit september 2026","FREE (open source)","Open source (Apache-2.0) + managed cloud free tier","Rust vector database with filtering, hybrid search and quantisation.","Fast, easy to self-host, first-class n8n node — a safe default.","Self-hosted RAG","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","docker run -p 6333:6333 qdrant/qdrant","Low","🚀 Add now","Use payload filters for multi-tenant client data.","The vector DB I would pick today.",""
"202","pgvector","13 · RAG, Memory, Vector DBs & Document Parsing","Vector DBs","Postgres extension","https://github.com/pgvector/pgvector","pgvector/pgvector","23,045","🟢 Active · last commit september 2026","FREE (open source)","Open source (PostgreSQL license)","Vector similarity search inside Postgres.","No new infrastructure if you already run Postgres/Supabase.","Apps already on Postgres","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","CREATE EXTENSION vector;","Low","🚀 Add now","Below a few million vectors you rarely need more.","You may not need a vector database.",""
"203","Chroma","13 · RAG, Memory, Vector DBs & Document Parsing","Vector DBs","Database","https://github.com/chroma-core/chroma","chroma-core/chroma","29,316","🟢 Active · last commit yesterday","FREE (open source)","Open source (Apache-2.0) + cloud","Developer-friendly embedded vector database.","Fastest path for prototypes and notebooks.","Prototyping","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","pip install chromadb","Low","🔍 Explore","Great for demos; evaluate others for production scale.","RAG in 5 lines.",""
"204","LanceDB","13 · RAG, Memory, Vector DBs & Document Parsing","Vector DBs","Database","https://github.com/lancedb/lancedb","lancedb/lancedb","11,449","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","Embedded, serverless vector DB on the Lance columnar format; multimodal.","Runs in-process with data on disk or S3/R2 — no server.","Edge / embedded / desktop apps","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","pip install lancedb","Low","🔍 Explore","Nice fit with R2 object storage.","SQLite for vectors.",""
"205","Weaviate","13 · RAG, Memory, Vector DBs & Document Parsing","Vector DBs","Database","https://github.com/weaviate/weaviate","weaviate/weaviate","16,818","🟢 Active · last commit today","FREE (open source)","Open source (BSD-3) + cloud","Vector DB with built-in hybrid search and vectoriser modules.","Strong hybrid search out of the box.","Search-heavy apps","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","docker compose up","Medium","🔍 Explore","Heavier to operate than Qdrant.","Vector search with batteries.",""
"206","Milvus","13 · RAG, Memory, Vector DBs & Document Parsing","Vector DBs","Database","https://github.com/milvus-io/milvus","milvus-io/milvus","46,143","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0) + Zilliz cloud","Distributed vector DB built for billions of vectors.","When scale is the actual problem.","Very large corpora","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","docker compose / Milvus Lite","High","🔍 Explore","Overkill for most client projects.","Vector search at billion scale.",""
"207","Mem0","13 · RAG, Memory, Vector DBs & Document Parsing","Agent memory","Library + platform","https://github.com/mem0ai/mem0","mem0ai/mem0","65,502","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0) + managed platform","Memory layer that extracts, stores and retrieves user facts across sessions.","Personalised assistants and bots in a few lines.","Chatbots, assistants","LangChain, LlamaIndex, n8n, custom Python/TS","Windows / macOS / Linux","pip install mem0ai","Low","🚀 Add now","Give users a way to view/delete memories.","Give your bot a memory.",""
